Rod_Length,Young_Modulus,Density,Damping_Coefficient,Boundary_Condition,Adhesive_Type,Total_Energy,Contact_Stress
1.697442768,45857986533.0,2694.315111,0.140745594,free-free,Polyurethane,14445559.21,135430674.92276138
1.474945896,144000000000.0,7906.638153,0.093144594,free-free,Polyurethane,13473685.75,436496306.1915812
1.552950316,144000000000.0,1997.4688,0.058387418,free-free,Silicone,55980912.99,508195476.14929
1.693689004,128000000000.0,4492.217074,0.1697656,free-free,Polyurethane,24173747.63,168130373.4596502
1.835008013,139000000000.0,5327.09014,0.017301006,free-free,Epoxy,23904900.41,144728140.4215522
1.006992735,109000000000.0,5917.254794,0.181334779,fixed-free,Acrylic,9236696.599,316258096.9350345
1.063374429,50367293791.0,4917.540784,0.097680718,fixed-free,Acrylic,5445900.54,200157290.3943175
0.64097291,69145741741.0,,0.131068281,fixed-free,Polyurethane,20741770.16,281851169.98165673
1.367420211,36327727383.0,3285.229158,0.135277245,fixed-free,Silicone,7560292.415,138777187.29151744
0.553913411,182000000000.0,4623.981504,0.180072371,fixed-fixed,Silicone,10882687.64,298545788.5840631
1.198397027,117000000000.0,1615.065494,0.13096724,fixed-free,Silicone,43290058.68,
,80176274839.0,3454.388518,0.126647381,free-free,Silicone,15248643.88,134648715.81380507
0.929811878,92406540671.0,1232.421762,0.022663888,free-free,Silicone,34858431.33,165694754.1734477
1.386249891,189000000000.0,1550.04948,0.108497524,fixed-free,Polyurethane,84718520.87,495829438.9062447
,30678747109.0,3778.462933,0.03853211,free-free,Acrylic,2215607.724,119124626.73906575
0.556022283,117000000000.0,1929.010278,0.150112416,fixed-free,Acrylic,16898413.03,198039812.40025935
1.733900841,101000000000.0,4972.785938,0.107322165,free-free,Polyurethane,17640269.23,423668300.79481965
1.040285962,122000000000.0,5826.254784,0.139243278,fixed-fixed,Silicone,10917987.08,475952992.2654328
0.690590769,3631855662.0,6604.106894,0.017917851,fixed-fixed,Polyurethane,189928.6222,17687055.648524392
1.28336489,174000000000.0,2401.05171,0.026110483,fixed-free,Acrylic,46615622.5,298280729.708708
1.65499033,186000000000.0,2172.378076,0.146101444,fixed-free,Epoxy,71012476.91,320351527.7554741
0.823731541,113000000000.0,1731.974882,0.023696024,fixed-free,Polyurethane,26878935.75,348911148.8207552
1.434335714,139000000000.0,5455.011747,0.023538778,free-free,Silicone,18318070.47,568064938.2469751
0.628021197,185000000000.0,5945.330085,0.01230061,fixed-free,Acrylic,9744689.043,355778825.1511354
0.577522582,141000000000.0,1221.103014,0.191735266,fixed-fixed,Acrylic,33449870.05,186196868.6661647
1.297031947,30516283192.0,7553.485724,0.150126588,free-free,Acrylic,2620310.578,84766053.45603137
1.310952682,115000000000.0,1363.798986,0.077117768,fixed-free,Acrylic,55397770.51,236887523.44143975
1.456144852,121000000000.0,4789.074347,0.06634176,free-free,Silicone,18448146.69,532260548.6405773
1.589137001,84831892954.0,5963.423636,0.076443614,free-free,Epoxy,11302993.65,363394372.31715864
1.963778119,147000000000.0,7096.783866,0.157184171,fixed-free,Acrylic,20378849.8,185770711.64524302
1.274450522,187000000000.0,5998.608525,0.135660416,free-free,Polyurethane,19851588.95,264425333.98505354
0.984434709,185000000000.0,6612.096581,0.045187158,fixed-fixed,Epoxy,13780406.32,865699277.3753278
1.692779292,90173365887.0,3376.151348,0.043080774,fixed-fixed,Acrylic,22606133.83,211529950.81824082
0.906248377,22656476788.0,6703.775796,0.028695173,free-free,Epoxy,1531511.183,32545067.196901392
1.158457131,197000000000.0,1560.803925,0.135457517,fixed-free,Polyurethane,73097011.85,513195332.3933446
0.617684572,168000000000.0,7263.716592,0.155230806,free-free,Acrylic,7134153.74,732931640.5038402
0.538026115,24941289614.0,4833.146633,0.060358821,fixed-fixed,Polyurethane,1388300.109,118039399.84547482
1.943972622,184000000000.0,6721.08439,0.013979543,free-free,Silicone,26634031.6,644266446.3354274
1.753970181,174000000000.0,4166.227992,0.025612617,free-free,Acrylic,36622589.53,566200039.1107302
1.543961309,104000000000.0,5505.043866,0.193893407,fixed-fixed,Acrylic,14552248.03,220736620.82995775
1.113429417,118000000000.0,4684.818627,0.066134508,free-free,Acrylic,14053375.85,572227002.9548267
0.75994148,79806550747.0,6121.126652,0.156152398,free-free,Acrylic,4954019.781,326662244.9111626
0.734655564,10961780148.0,1571.409874,0.128686078,fixed-free,Silicone,2562641.362,54073234.309920974
0.875364347,67046096357.0,1422.464588,0.082568532,fixed-free,Acrylic,20629599.6,291641286.4749675
1.323839997,161000000000.0,2729.722638,0.04908058,fixed-fixed,Epoxy,38936630.67,697333461.1615479
1.571893884,,2116.812761,0.033063419,fixed-fixed,Acrylic,347676.3959,
1.490296065,66706499347.0,7102.484966,0.126852464,fixed-fixed,Silicone,6998482.659,128377514.62534468
0.919900845,79639757031.0,2534.497912,0.157180418,fixed-free,Acrylic,14452951.09,144824774.5066318
1.932297921,107000000000.0,7831.056791,0.132341808,fixed-fixed,Epoxy,13261015.61,151783893.18844408
1.606845375,184000000000.0,3358.270542,0.110757405,fixed-fixed,Silicone,44012942.69,397711225.8344457
1.331531079,69275735413.0,2274.82541,0.017970732,fixed-fixed,Silicone,20274672.29,339054031.6426644
1.417581119,69397170847.0,6527.88955,0.194012868,fixed-free,Epoxy,7535240.753,115342370.16627096
1.129400094,148000000000.0,,0.161755696,free-free,Epoxy,14845262.48,353672954.8020459
0.871596484,90449065999.0,4487.370015,0.065636187,fixed-fixed,Epoxy,8784158.517,209657075.62761527
1.033959018,,4887.544857,0.196194363,free-free,Epoxy,4752665.074,
1.636769166,90493378831.0,6034.412448,0.124357502,fixed-fixed,Epoxy,12272914.55,224253137.44114122
0.521590233,28179995506.0,2599.183189,0.120660305,free-free,Silicone,2827507.775,130927685.00172476
0.674108961,35285633431.0,7974.337412,0.152133904,fixed-free,Silicone,1491636.084,40467097.97886001
0.569003963,99678570870.0,7823.552135,0.16423626,fixed-free,Acrylic,3625108.488,490009051.5318448
0.561093203,83790900646.0,5552.279804,0.134730935,fixed-fixed,Acrylic,4233887.082,116621095.40246245
1.783190876,183000000000.0,2396.797157,0.034338192,free-free,Polyurethane,68063856.07,305004990.8845751
1.555486789,72485155884.0,5761.597697,0.074270826,fixed-free,Acrylic,9784607.976,204288983.42946237
1.211260744,116000000000.0,1505.388863,0.186335892,fixed-fixed,Acrylic,46716920.27,487885921.5803335
0.646751241,126000000000.0,1214.567515,0.052676966,fixed-fixed,Epoxy,33668627.66,518982869.1771185
1.237423813,2628760373.0,2803.78022,0.080711735,fixed-free,Epoxy,580038.0473,10734496.689142732
1.210207656,133000000000.0,4238.360697,0.092094608,fixed-free,Acrylic,18947009.34,
0.759802805,35615413014.0,7077.907538,,fixed-fixed,Polyurethane,1911875.546,162870811.06994304
1.150777474,192000000000.0,46256.062681386255,1.5,free-free,Epoxy,18160114.2,665410293.5752255
,29741058923.0,6198.945648,0.189184409,free-free,Acrylic,2633512.943,30387389.384047203
1.423775147,82930678504.0,3978.453341,0.055731615,free-free,Acrylic,14839489.86,227545671.37391016
1.452640476,17079080119.0,3421.544948,0.033085261,fixed-fixed,Silicone,3625442.804,45709264.10844319
0.567956015,199000000000.0,3597.271341,0.047519393,fixed-free,Polyurethane,15739055.92,721237458.1288383
1.061918922,100000000000.0,7913.546946,0.178515731,fixed-fixed,Silicone,6739384.865,362308220.21974194
1.438789874,119000000000.0,1280.76434,0.132704054,fixed-free,Polyurethane,66886925.17,561354250.5609868
1.254704388,13424624713.0,7069.220473,0.06432229,free-free,Epoxy,1191246.925,50382577.54707985
1.784734762,150000000000.0,5050.72786,0.165029918,free-free,Polyurethane,26501339.16,285741560.6348419
1.488040447,41989019563.0,4070.307934,0.173660299,fixed-free,Acrylic,7675530.465,156554815.6774862
0.744401641,180000000000.0,6076.803623,,fixed-free,Acrylic,11001169.17,858725436.411618
0.605853121,41035876700.0,4406.68259,0.184596041,fixed-fixed,Polyurethane,2821103.802,132649064.20513697
1.463628917,38145637256.0,7113.962667,0.057925794,free-free,Polyurethane,3924145.219,59928268.96276559
0.539766966,7319568073.0,7304.913048,0.153457966,fixed-fixed,Polyurethane,270570.0389,16868038.310030453
1.378663372,94418668353.0,3952.046488,0.097502504,fixed-fixed,Silicone,16468996.15,96532258.85773252
1.910345362,113000000000.0,2937.794581,0.169979725,fixed-fixed,Polyurethane,36731253.48,318099316.94310397
1.363211267,13151070799.0,5146.4523,0.148413229,free-free,Epoxy,1741819.206,59168348.577810936
1.082254889,155000000000.0,7386.543419,0.157525015,fixed-fixed,Silicone,11363277.22,
1.464932328,90663234061.0,2474.635323,0.134670749,fixed-fixed,Silicone,26835628.02,204208306.9300422
1.187379336,105000000000.0,5360.766085,0.043711466,fixed-fixed,Polyurethane,11615636.97,114980783.66842398
1.318425184,88158141760.0,5420.921541,0.113555115,fixed-fixed,Epoxy,10720708.96,341178802.9901766
1.912197213,80158604544.0,6131.791157,0.197087251,fixed-fixed,Silicone,12498757.83,260953371.99639007
,112000000000.0,1920.973796,0.188103733,fixed-fixed,Acrylic,31440680.2,532226353.37049496
1.941785846,31056496784.0,6010.774753,0.01820301,free-free,Silicone,5016497.475,54858153.29199264
1.858025963,,7363.227645,0.041314815,fixed-fixed,Polyurethane,4591667.323,
0.793686702,172000000000.0,2257.781762,0.035028467,fixed-free,Epoxy,30294937.56,561182776.6954781
0.604041951,189000000000.0,2662.803274,0.147936183,fixed-fixed,Polyurethane,21462333.96,646533950.8992442
0.651167002,74668130163.0,7799.765658,0.165379213,fixed-fixed,Acrylic,3117183.3,335881379.4468029
0.527332738,54156227182.0,2266.838669,0.05056716,free-free,Acrylic,6299281.39,114685215.30452481
0.641664441,129000000000.0,6980.695654,0.106112012,free-free,Acrylic,5919816.887,579339288.0903168
1.52451016,81752746878.0,4445.944995,,fixed-free,Polyurethane,14016807.43,374052209.0391715
0.606782973,5087017269.0,2730.617521,0.149232294,fixed-free,Silicone,565358.2619,11267487.664469576
0.978463445,31238957947.0,7095.249309,0.113025069,free-free,Polyurethane,2154076.473,148319238.79938757
,143000000000.0,4117.136785,0.122166061,free-free,Epoxy,30734363.42,698331324.5100322
0.534907904,132000000000.0,4603.721478,0.106588504,fixed-fixed,Silicone,7656201.189,361957759.8749578
1.721702724,5428927541.0,3514.633586,0.066534206,free-free,Acrylic,1329781.556,11766346.447511751
0.922782162,44402212665.0,5150.65596,0.117354179,fixed-free,Polyurethane,3977676.962,164371363.99343523
0.677247241,46222648570.0,2144.667108,0.140888207,fixed-fixed,Acrylic,7298242.227,224416498.1221655
1.545105748,134000000000.0,3737.570757,0.175931354,fixed-free,Acrylic,27776834.21,201485785.10208216
1.44341427,3951910445.0,7785.886256,0.130895357,fixed-fixed,Epoxy,366363.9565,16942767.001147736
1.81620802,20830675311.0,2806.934029,0.154613092,free-free,Silicone,6739315.55,74626616.08129433
1.602606566,160000000000.0,5597.156652,0.040413611,fixed-free,Epoxy,22903965.61,430943420.6966843
1.705221396,35717146964.0,3276.33045,0.09769592,fixed-fixed,Epoxy,9294912.157,101896011.70099413
0.923051859,131000000000.0,6414.31188,0.011773008,fixed-fixed,Epoxy,9393447.067,604023999.6307728
0.766159316,47644174382.0,1916.115625,0.056868984,free-free,Acrylic,9525280.487,91389371.18070953
1.625922127,19897284138.0,7788.747316,0.148027726,free-free,Epoxy,2077121.787,77334378.46013163
,48642006478.0,4176.52679,0.198443891,free-free,Epoxy,9959392.627,105394296.32149577
1.985757713,144000000000.0,2652.353243,0.028843839,fixed-free,Silicone,54075584.07,383922605.8604642
1.118926515,171000000000.0,1514.477231,0.08628392,fixed-fixed,Silicone,63221201.99,827297196.6199654
1.058027129,166000000000.0,2188.305336,0.162013484,free-free,Epoxy,40141157.63,779935484.4920719
1.664619441,79442734088.0,4638.41764,0.048766771,fixed-free,Silicone,14255245.98,113298375.68573391
1.01120531,134000000000.0,3359.022235,0.11546614,fixed-free,Silicone,20112835.26,368024081.97537607
1.896135988,41004809240.0,6802.183561,0.149283546,fixed-free,Epoxy,5715179.586,140887141.4755297
1.787619128,58636614575.0,4016.212666,0.127037236,free-free,Acrylic,13049762.45,208480353.71288732
1.143491041,179000000000.0,2740.999908,0.0457247,free-free,Epoxy,37393679.16,551000523.9633701
1.626306602,2610254683.0,5320.014906,0.077523068,fixed-fixed,Silicone,398979.704,2869269.623464917
1.631814311,17110851086.0,5947.440518,0.158920439,fixed-fixed,Acrylic,2347445.629,35116758.59088647
0.654685803,41585172167.0,2169.293355,0.115303038,free-free,Polyurethane,6275421.819,139175323.07891172
1.85382936,5316175453.0,,0.010993627,fixed-free,Acrylic,2267299.181,17021798.366206158
1.257878559,36295272664.0,1256.699989,,fixed-free,Silicone,18164971.66,113514803.18758449
1.739686199,117000000000.0,6154.814105,0.016709157,fixed-free,Acrylic,16480640.56,241076729.3607206
0.980074402,84290695873.0,5646.631693,0.151689419,fixed-fixed,Epoxy,7315274.959,400895777.8189196
1.843284843,179000000000.0,4322.41613,0.048471306,fixed-free,Polyurethane,38068111.08,815376638.7587227
1.083802518,163000000000.0,6909.193143,0.192033961,fixed-fixed,Polyurethane,12822928.18,598436970.4227204
0.516256477,68370052166.0,6639.691071,0.079908743,fixed-fixed,Polyurethane,2658091.888,316104977.475738
1.858072965,51892092452.0,5097.480551,0.072117007,fixed-free,Silicone,9457757.886,196929502.1901173
0.636930015,75944684709.0,7077.898964,,fixed-free,Silicone,3417183.253,93223202.13939527
0.978970456,118000000000.0,2440.88847,0.068064801,free-free,Polyurethane,23675944.5,333974905.107
1.925092951,53620047528.0,1783.437336,0.176563645,free-free,Acrylic,28939849.26,175701537.5801057
1.92591072,125000000000.0,2888.247281,0.199303524,fixed-free,Polyurethane,41620275.78,615742234.1480907
1.360156832,81888236322.0,1399.607993,0.079978811,fixed-fixed,Acrylic,39790032.05,103677568.98314545
1.447755818,110000000000.0,4718.186696,0.09523602,fixed-fixed,Acrylic,16940134.28,171945895.99777946
1.172668283,87230944562.0,7556.239846,0.147193478,fixed-fixed,Silicone,6768997.988,
0.939816158,58900207251.0,1275.404785,0.178377198,fixed-fixed,Acrylic,21701103.65,242332011.25254038
0.992996818,190000000000.0,1854.769398,0.122678423,fixed-fixed,Polyurethane,50778089.98,604632966.6634476
1.508777684,153000000000.0,4165.393198,0.084389883,free-free,Silicone,27659720.18,594125028.6370293
1.628561794,28031234022.0,,0.08839815,fixed-free,Epoxy,3028444.005,99687823.51910017
1.687368566,174000000000.0,3213.092735,0.142167448,free-free,Epoxy,45608542.95,462217659.24991244
1.684427214,,,0.01061147,fixed-fixed,Silicone,18043358.36,
0.636809155,179000000000.0,1291.010013,0.127721974,fixed-fixed,Polyurethane,44125669.67,251599218.22420126
1.241630457,,2038.402407,0.077543672,fixed-fixed,Epoxy,48721347.4,
0.58633814,85048448759.0,7906.410861,0.160897493,fixed-fixed,Epoxy,3153833.509,397993504.725537
1.324293323,4503636971.0,7755.830875,0.027668222,fixed-free,Acrylic,384419.6452,12747740.838406408
1.162295752,53742785103.0,1034.579867,0.121758431,fixed-fixed,Acrylic,30188548.0,168323133.6502132
1.831556274,108000000000.0,7662.682498,0.101384849,fixed-free,Polyurethane,12946741.44,464900238.96786064
1.026372519,127000000000.0,5473.839565,0.13204185,fixed-fixed,Silicone,11878565.51,426176945.79254544
0.675600525,51584958210.0,7075.428062,0.022322183,fixed-free,Polyurethane,2462847.554,86699311.23624797
0.714487523,27879821254.0,4183.178989,0.12019692,free-free,Silicone,2381010.86,79906655.84277016
1.642265948,167000000000.0,4609.1722,0.116682072,fixed-fixed,Epoxy,29749121.8,668652512.6013767
1.427327095,197000000000.0,4421.926062,0.116525418,fixed-free,Acrylic,31775002.45,434377213.8758347
0.651684014,105000000000.0,5668.049803,0.124662657,free-free,Polyurethane,6044520.491,428877862.58531505
0.626160209,34344140377.0,1977.558783,0.138528908,fixed-fixed,Polyurethane,5437460.52,50358473.816770434
1.551453697,54468742231.0,1209.815129,0.16294791,fixed-fixed,Silicone,34925220.83,178085445.81401467
0.60914451,3687951403.0,3155.509591,0.061265937,fixed-fixed,Silicone,356050.4259,4805494.843019739
1.732790089,183000000000.0,5932.765339,0.166759388,fixed-free,Polyurethane,26704292.25,296847783.9878921
1.559363341,23559039067.0,2412.974165,0.10466858,fixed-free,Silicone,7612690.5,110518086.28289719
0.622023171,115000000000.0,5714.027033,0.024641073,free-free,Polyurethane,6276053.019,551534971.1380544
0.627256571,54818303585.0,7789.384323,0.021124677,fixed-free,Polyurethane,2207130.849,131246823.38482495
,111000000000.0,1657.305011,0.073505281,fixed-free,Polyurethane,66209566.23,229715362.1913135
1.061406194,,5708.214828,0.159130426,fixed-fixed,Epoxy,12113284.72,
1.055963221,166000000000.0,4106.251535,0.144459378,fixed-fixed,Silicone,21337891.09,499217457.42388666
1.719199351,41292190139.0,7076.995781,0.159836843,fixed-fixed,Acrylic,5015684.834,141514538.5143559
1.920872866,,2240.048526,0.108281121,fixed-fixed,Acrylic,947272.842,
1.979001596,27385757157.0,5848.381666,0.09363781,fixed-fixed,Silicone,4633481.808,70272312.0731077
1.630067278,180000000000.0,6866.807028,0.03801598,fixed-fixed,Polyurethane,21365154.94,473088710.0417787
1.064389378,175000000000.0,7612.299536,0.072356623,fixed-fixed,Acrylic,12219223.09,758903785.2581328
0.625251075,119000000000.0,5782.736198,,free-free,Acrylic,6459652.386,212163009.12434274
1.665720374,120000000000.0,4480.223348,0.026834082,free-free,Silicone,22327638.81,360548542.68181974
1.337606375,133000000000.0,5324.930681,0.051916271,free-free,Acrylic,16705825.4,361988085.3617873
1.136333014,,7082.334891,0.123662806,free-free,Polyurethane,2814334.496,
1.859531578,183000000000.0,4994.268226,0.149775992,fixed-fixed,Silicone,34046949.56,471454642.23981184
0.666796223,83759917273.0,1212.709418,0.199686027,free-free,Polyurethane,23027583.51,181730371.87993163
1.238937656,76633874265.0,7516.640869,0.187291533,fixed-fixed,Acrylic,6315767.107,142217129.5044531
0.517030467,104000000000.0,5826.687257,0.132087388,free-free,Acrylic,4604889.394,418186104.1742186
1.202990963,9402723695.0,5735.5937,0.09003713,fixed-free,Polyurethane,986260.4035,14912961.424962359
0.584454914,33265010918.0,2509.726067,0.130873699,free-free,Epoxy,3873327.288,103402129.71725726
0.678226874,148000000000.0,5612.198292,0.159273807,free-free,Acrylic,8919221.611,459736883.3981608
0.67628937,16568905598.0,3757.05084,,fixed-fixed,Epoxy,1491349.331,77007581.43204343
1.473815453,121000000000.0,5558.630839,0.087881929,free-free,Acrylic,15992590.67,483346160.1374007
1.619067319,49077368445.0,1746.151212,0.169562434,fixed-free,Epoxy,22753048.64,143320704.05201438
1.375053148,77865229852.0,5604.917132,0.082928261,fixed-fixed,Epoxy,9551199.161,121790820.0920945
1.943258823,57745860417.0,7995.89608,0.118655732,fixed-fixed,Epoxy,7017025.3,65782137.6877996
1.062305869,71140986566.0,1337.484272,0.121676179,free-free,Polyurethane,28252226.18,160412012.26254255
0.928568129,144000000000.0,7840.21929,0.045050488,fixed-fixed,Epoxy,8516381.195,326778659.83836174
1.802898692,59431371907.0,3848.355725,0.078824734,fixed-fixed,Epoxy,13921530.22,285439334.3786542
0.835393758,113000000000.0,7095.274152,0.073557145,fixed-fixed,Epoxy,6669164.019,310879154.76656723
1.944833809,95215319936.0,6476.698388,0.014977375,fixed-fixed,Acrylic,14295739.07,290281016.07550067
0.518231712,133000000000.0,4969.113827,0.014596435,fixed-fixed,Epoxy,6921615.417,368211360.5308266
1.95481824,187000000000.0,6169.144465,0.168022438,fixed-fixed,Acrylic,29685772.87,344084990.15407246
0.564739868,147000000000.0,7149.608929,0.061883454,fixed-free,Epoxy,5786564.867,310955482.7086996
1.836714671,42995926314.0,3828.982252,0.108434966,free-free,Epoxy,10312447.09,87730078.51919258
1.291551664,6246315181.0,3289.232131,0.066757859,fixed-free,Polyurethane,1226308.718,15682370.902536072
1.989447194,52460186220.0,5673.153699,0.188729057,fixed-fixed,Acrylic,9198544.918,88974454.98657967
0.610694847,119000000000.0,6654.921594,0.059266384,fixed-fixed,Epoxy,5460927.335,168508774.59671828
1.330781427,10294648439.0,6335.995943,0.091634794,free-free,Acrylic,1081284.678,13713912.310421284
1.953953803,99278285778.0,6584.695542,0.175818748,fixed-free,Acrylic,14730191.06,486682959.921036
1.284646766,119000000000.0,4049.083204,0.169967378,free-free,Silicone,18936930.59,522871361.765933
1.444097957,66855435724.0,6724.839513,0.045359269,fixed-free,Polyurethane,7178314.808,200722038.7671155
1.543623033,154000000000.0,1841.463388,0.162502229,fixed-fixed,Polyurethane,64623564.73,360764259.11315256
1.181811597,21328584644.0,,0.097055508,free-free,Polyurethane,2619448.419,70445357.33938603
1.44133712,15036804969.0,1040.310623,0.101764086,free-free,Silicone,10416723.77,74687415.19358133
1.376471468,146000000000.0,3272.100809,0.035361195,fixed-fixed,Silicone,30633263.2,182051222.53982654
1.851737016,99103308328.0,3565.230744,0.025314288,free-free,Polyurethane,25736392.48,343049106.6504526
0.568169571,138000000000.0,3773.208841,0.148308468,fixed-free,Silicone,10366200.45,422091623.5967015
0.921444784,86971119447.0,5868.270447,0.104327619,fixed-free,Silicone,6828333.277,379281052.77481556
1.925617226,49287942627.0,3719.906709,0.093001633,fixed-free,Silicone,12757079.92,71686555.43032937
1.835395676,164000000000.0,4140.855358,0.148606563,fixed-free,Polyurethane,36306439.55,324780787.7035794
1.183485129,160000000000.0,2662.808916,0.155447451,fixed-fixed,Polyurethane,35530557.29,436889841.8005372
1.430198897,139000000000.0,3612.762541,0.040192552,free-free,Polyurethane,27501804.31,692834414.1783683
0.916071774,54436305995.0,2590.887391,0.125942778,fixed-free,Silicone,9623782.635,172814903.6297594
0.78218174,118000000000.0,1512.371466,0.035717276,fixed-fixed,Polyurethane,30527214.77,252963523.59752208
1.195547607,72201169649.0,,0.152761266,free-free,Silicone,8261584.024,267123490.65182057
1.030028342,18325498845.0,5677.48959,0.13482148,free-free,Epoxy,1662611.443,55161582.46037417
1.375484168,183000000000.0,5336.432422,0.191756778,fixed-fixed,Silicone,23644511.49,854554455.4334899
0.616601955,27372357997.0,4244.458307,0.023102023,fixed-fixed,Acrylic,1988011.879,87015352.70838396
1.961592211,190000000000.0,3658.500461,0.020840397,fixed-free,Polyurethane,50949503.03,309424765.5378671
1.979316117,89206694534.0,7043.335547,0.063615544,free-free,Polyurethane,12534588.86,
1.160452436,141584000000.0,2277.349585,0.104048,free-free,Acrylic,35007718.11,468232263.85998356
1.903380044,106315000000.0,4825.120552,0.100910372,free-free,Epoxy,21376445.44,220915194.7458743
1.596565865,67541810999.0,6566.631173,0.015433444,free-free,Acrylic,6764218.79,94807942.26881716
1.443271745,162386000000.0,6040.935064,0.074913016,fixed-free,Polyurethane,17764753.03,328926837.811576
0.686172437,126854000000.0,6641.635683,0.080230529,fixed-free,Acrylic,8122109.637,374484613.5787038
0.732283448,33730886889.0,5394.299852,0.086594958,fixed-free,Epoxy,2094316.189,56318717.717653714
0.592899737,180726000000.0,6047.466051,0.120438246,free-free,Epoxy,8530629.821,864107315.6078953
1.939424531,164627000000.0,7363.375563,0.107360285,fixed-free,Polyurethane,21650540.22,286010964.24603087
1.367200496,178177000000.0,,0.126241815,fixed-fixed,Polyurethane,45496932.27,750788535.3906695
1.384497813,147546000000.0,4432.81057,0.14831111,fixed-fixed,Acrylic,26094011.15,171502258.9148805
0.550565514,118597000000.0,2576.924258,0.166804195,fixed-free,Acrylic,13086012.87,232799212.6473666
1.995141409,83266755899.0,8332.372012,0.148373709,fixed-fixed,Epoxy,9005772.894,127612493.0280685
1.790629542,185280000000.0,7986.794221,0.192695598,fixed-fixed,Polyurethane,21337454.12,692827945.7592977
0.845563543,186071000000.0,1246.896645,0.013967433,free-free,Polyurethane,54889054.37,396618015.411228
0.836262819,9330903509.0,6131.010231,0.047221964,fixed-free,Polyurethane,593461.9583,37544911.382545725
0.752462952,5542852794.0,7203.742999,,fixed-free,Acrylic,287295.6305,16042888.751826935
1.007904184,76643390359.0,2221.61157,0.140957638,free-free,Polyurethane,15370995.33,328966785.8990426
1.124048865,154447000000.0,4790.95552,0.174656279,fixed-fixed,Epoxy,21821622.45,710658644.3788915
1.164371087,195170000000.0,7282.337886,0.056670027,fixed-fixed,Epoxy,13833539.01,532747412.6377774
1.005176263,30188867572.0,1190.326846,0.179541616,fixed-free,Acrylic,12255352.69,47902582.66147719
1.444806572,115160000000.0,5646.729809,0.02229987,fixed-fixed,Silicone,14453356.05,507795291.42133754
0.737702243,72527396259.0,3015.2191,0.178463053,free-free,Acrylic,8887725.342,117282345.91998047
0.977852213,192927000000.0,7656.258601,0.076467331,free-free,Silicone,11581676.77,653879164.0582378
1.087924323,171436000000.0,7053.077773,0.029851427,fixed-free,Polyurethane,11331932.91,601675259.8130713
1.194902369,,7406.22305,0.098620425,free-free,Acrylic,13758788.63,
1.800716974,91743868311.0,4453.723377,0.057143304,free-free,Epoxy,18097708.84,449512445.36564314
0.821693013,88368610709.0,7105.159144,0.065147786,fixed-free,Polyurethane,5035676.967,320892951.0651983
1.341905672,56440595793.0,6793.958889,0.065474511,free-free,Epoxy,5015815.78,120215988.18774085
1.234108988,10855739577.0,3381.932898,0.165952357,free-free,Polyurethane,2384882.376,53463370.43072452
0.55811412,,7062.696951,0.115541377,free-free,Acrylic,7387122.94,
1.436650465,150490000000.0,1241.941195,0.069263822,fixed-fixed,Silicone,93609165.72,687533528.1969818
0.771934538,212545000000.0,5175.390972,0.134718079,fixed-free,Polyurethane,14810730.85,546729061.2074405
0.510688285,206909000000.0,2464.91884,0.144999103,fixed-free,Silicone,22094971.3,981281377.0045047
2.168247186,109668000000.0,1826.060015,0.05837995,fixed-free,Polyurethane,55987983.58,331432332.1125569
1.99212263,159657000000.0,1547.485472,0.093475066,fixed-fixed,Epoxy,89285982.19,178933871.0124275
1.680067405,177772000000.0,5950.911014,0.033673602,fixed-fixed,Epoxy,28962042.86,282004568.57826746
1.038143364,179533000000.0,3414.908381,0.043353843,fixed-free,Polyurethane,21374024.46,324343284.9955757
0.62762209,48111000306.0,,0.140352549,fixed-fixed,Silicone,2592036.125,183240143.41875812
1.42162623,90186493827.0,1444.418376,0.044250351,fixed-free,Acrylic,49642480.37,269787188.45614004
1.172300053,24603362428.0,3114.199851,0.1086837,fixed-fixed,Acrylic,4648525.418,40241030.1036784
0.676149331,198441000000.0,,0.152259506,free-free,Epoxy,13520002.1,678301606.5012151
1.334058694,119586000000.0,6327.27108,0.029909244,free-free,Acrylic,11964213.13,479778468.5642086
0.540476632,47077705620.0,3311.155445,0.111748152,fixed-free,Epoxy,3682747.482,196017545.24603444
1.812403395,136730000000.0,4949.496472,0.060028336,fixed-fixed,Acrylic,23888263.98,354843314.5982716
0.90030659,118670000000.0,6715.215728,0.179291712,fixed-fixed,Polyurethane,6688493.308,565786964.7630215
1.402882972,75698551622.0,5551.971869,0.099832289,free-free,Epoxy,10386517.51,207935318.676936
0.90355261,23630121307.0,2580.132323,0.170917124,free-free,Epoxy,4276771.854,31751517.924023096
1.226742552,126929000000.0,1059.493174,0.114016682,fixed-fixed,Polyurethane,76092844.19,236512342.35716707
1.291089952,110192000000.0,6405.397457,0.019368619,fixed-fixed,Epoxy,10199280.23,418205027.2521002
,142362000000.0,1104.57005,0.132951455,fixed-fixed,Acrylic,51714938.06,268890124.0199858
2.068195568,111045000000.0,6829.455638,0.186565846,fixed-fixed,Acrylic,15273348.29,337414844.9648784
1.834243684,183450000000.0,4907.206595,0.118438629,fixed-fixed,Epoxy,29243037.64,504803549.6820328
1.801004922,113485000000.0,7643.461285,0.177120176,fixed-fixed,Acrylic,13712646.24,555760165.1841053
1.804000709,108670000000.0,6604.875539,0.179936027,fixed-free,Silicone,14913631.02,124721835.73668225
